task,wh_name,logic_adjusted_new_step_duration_minutes
Verify Order,BEYONDRX_OH,7.84
Verify Fill,OHIO,2.46
Verify Order,BEYONDRX_AZ,7.43
Verify Order,BEYONDRX_OH,5.01
Verify Fill,OHIO,19.22
Verify Order,BEYONDRX_AZ,3.53
Verify Batch,OHIO,6.83
Verify Order,BEYONDRX_AZ,10.65
Verify Order,BEYONDRX_OH,11.78
Verify Order,BEYONDRX_AZ,11.39
Verify Batch,BEYONDRX_AZ,12.64
Verify Fill,BEYONDRX_OH,10.18
Verify Fill,BEYONDRX_AZ,7.8
Verify Fill,BEYONDRX_AZ,9.12
Verify Fill,BEYONDRX_AZ,15.79
Verify Order,BEYONDRX_OH,9.45
Verify Batch,OHIO,6.15
Verify Fill,BEYONDRX_AZ,3.72
Verify Fill,OHIO,12.82
Verify Batch,OHIO,5.99
Verify Fill,OHIO,7.68
Verify Fill,BEYONDRX_OH,10.79
Verify Batch,BEYONDRX_OH,12.01
Verify Order,OHIO,9.46
Verify Order,OHIO,5.78
Verify Order,OHIO,7.29
Verify Order,OHIO,6.68
Verify Batch,BEYONDRX_OH,16.42
Verify Fill,OHIO,7.23
Verify Fill,OHIO,6.97
Verify Batch,BEYONDRX_AZ,2.73
Verify Order,BEYONDRX_OH,14.26
Verify Batch,OHIO,4.71
Verify Fill,BEYONDRX_OH,7.6
Verify Order,BEYONDRX_AZ,11.17
Verify Fill,BEYONDRX_OH,7.68
Verify Batch,BEYONDRX_OH,10.7
Verify Fill,OHIO,11.04
Verify Fill,OHIO,9.32
Verify Fill,BEYONDRX_OH,4.21
Verify Batch,BEYONDRX_OH,5.94
Verify Fill,OHIO,7.38
Verify Order,BEYONDRX_OH,6.1
Verify Order,BEYONDRX_OH,9.52
Verify Batch,OHIO,8.7
Verify Batch,BEYONDRX_OH,13.07
Verify Fill,OHIO,7.32
Verify Fill,BEYONDRX_AZ,8.11
Verify Order,BEYONDRX_OH,4.55
Verify Batch,BEYONDRX_OH,3.82
Verify Order,BEYONDRX_AZ,11.61
Verify Order,OHIO,6.46
Verify Batch,BEYONDRX_AZ,5.8
Verify Order,BEYONDRX_OH,4.55
Verify Fill,OHIO,7.32
Verify Batch,BEYONDRX_OH,6.07
Verify Batch,OHIO,9.08
Verify Fill,BEYONDRX_OH,4.98
Verify Order,BEYONDRX_AZ,7.32
Verify Order,OHIO,6.47
Verify Fill,OHIO,9.51
Verify Order,OHIO,19.26
Verify Fill,BEYONDRX_AZ,8.3
Verify Batch,BEYONDRX_OH,10.4
Verify Order,BEYONDRX_OH,3.06
Verify Order,BEYONDRX_OH,11.28
Verify Batch,BEYONDRX_AZ,5.76
Verify Order,OHIO,6.02
Verify Fill,BEYONDRX_OH,4.55
Verify Fill,OHIO,10.22
Verify Batch,OHIO,4.53
Verify Order,BEYONDRX_OH,7.51
Verify Order,OHIO,6.95
Verify Fill,BEYONDRX_OH,14.34
Verify Fill,BEYONDRX_AZ,7.07
Verify Order,OHIO,7.49
Verify Fill,BEYONDRX_AZ,17.83
Verify Fill,BEYONDRX_OH,11.99
Verify Order,BEYONDRX_AZ,4.07
Verify Order,OHIO,4.32
Verify Batch,OHIO,6.83
Verify Batch,OHIO,10.02
Verify Batch,BEYONDRX_OH,2.36
Verify Batch,OHIO,3.35
Verify Fill,BEYONDRX_AZ,2.61
Verify Order,BEYONDRX_OH,6.31
Verify Batch,BEYONDRX_OH,7.41
Verify Fill,BEYONDRX_OH,11.8
Verify Fill,OHIO,17.47
Verify Order,OHIO,5.82
Verify Batch,BEYONDRX_OH,3.29
Verify Order,BEYONDRX_AZ,3.66
Verify Fill,OHIO,10.97
Verify Fill,BEYONDRX_AZ,6.3
Verify Order,BEYONDRX_AZ,10.8
Verify Fill,BEYONDRX_AZ,10.46
Verify Fill,BEYONDRX_OH,13.27
Verify Fill,OHIO,7.38
Verify Fill,BEYONDRX_OH,3.52
Verify Fill,OHIO,10.95
Verify Batch,OHIO,7.59
Verify Order,OHIO,11.73
Verify Batch,BEYONDRX_AZ,7.59
Verify Fill,OHIO,13.75
Verify Order,BEYONDRX_AZ,13.44
Verify Fill,BEYONDRX_OH,2.96
Verify Batch,OHIO,6.67
Verify Order,OHIO,7.39
Verify Batch,OHIO,1.94
Verify Batch,BEYONDRX_OH,4.47
Verify Fill,BEYONDRX_OH,3.12
Verify Fill,OHIO,18.25
Verify Order,BEYONDRX_AZ,13.24
Verify Order,BEYONDRX_OH,2.58
Verify Order,BEYONDRX_OH,6.26
Verify Order,BEYONDRX_OH,11.88
Verify Order,BEYONDRX_AZ,13.12
Verify Fill,BEYONDRX_OH,9.28
Verify Fill,BEYONDRX_OH,3.0
Verify Order,BEYONDRX_OH,4.79
Verify Order,OHIO,8.33
Verify Order,BEYONDRX_OH,4.25
